,Id,date,org,tld,ccs,bcced,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,label,time_tz_corr,time,weekdays_tz_corr,weekdays,seconds,zero_sec
20213,20213,"Tue, 2 Oct 2018 14:17:13 +0530",inoxmovies,com,0,0,multipart/alternative,1,7,0,0,48,2783,3,31633,51433,1,1,51433,0
20214,20214,"Mon, 18 Apr 2016 06:18:09 +0530",iiitd,ac.in,0,0,text/plain,0,4,1,0,122,1826,2,2889,22689,0,0,22689,0
20215,20215,"Fri, 8 Sep 2017 15:25:54 +0530",iiitd,ac.in,2,0,multipart/alternative,0,8,1,0,36,12061,2,35754,55554,4,4,55554,0
20216,20216,"Wed, 27 Apr 2016 02:02:35 +0000",youtube,com,0,0,multipart/alternative,18,74,1,0,85,63179,1,7355,7355,2,2,7355,0
20217,20217,"Fri, 9 Nov 2018 10:06:04 +0100",,,0,0,text/html,0,10,0,0,104,19435,2,32764,36364,4,4,36364,0
20218,20218,"Fri, 09 Dec 2016 08:35:45 +0000",twitter,com,0,0,multipart/alternative,25,196,1,0,36,91517,1,30945,30945,4,4,30945,0
20219,20219,"Fri, 03 Nov 2017 14:14:23 +0000 (UTC)",github,com,1,0,multipart/alternative,2,11,0,1,52,2357,2,51263,51263,4,4,51263,0
20220,20220,"Mon, 24 Aug 2015 20:49:03 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,27058,0,74943,74943,0,0,74943,0
20221,20221,"Thu, 29 Jun 2017 10:28:38 +0000",amazon,in,0,0,multipart/alternative,12,164,0,0,20,70461,3,37718,37718,3,3,37718,0
20222,20222,"Sun, 25 Oct 2015 11:55:37 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,27052,0,42937,42937,6,6,42937,0
20223,20223,"Sat, 02 Feb 2019 16:28:45 -0800",google,com,0,0,text/html,14,60,0,0,36,17524,0,1725,59325,6,5,59325,0
20224,20224,"Fri, 4 Aug 2017 18:30:11 +0530",iiitd,ac.in,3,0,multipart/alternative,0,3,1,0,69,66026,2,46811,66611,4,4,66611,0
20225,20225,"Tue, 2 Aug 2016 20:42:06 +0530",iiitd,ac.in,3,0,multipart/alternative,0,0,1,0,43,4530,2,54726,74526,1,1,74526,0
20226,20226,"Tue, 10 Jan 2017 11:36:08 +0530",iiitd,ac.in,6,0,multipart/alternative,3,20,1,0,30,13670,2,21968,41768,1,1,41768,0
20227,20227,"Thu, 31 Jan 2019 14:42:14 +0000",gmail,com,0,0,multipart/alternative,4,12,0,0,32,6582,0,52934,52934,3,3,52934,0
20228,20228,"Fri, 31 Mar 2017 20:41:03 +0000",youtube,com,0,0,multipart/alternative,28,129,1,1,79,87639,1,74463,74463,4,4,74463,0
20229,20229,"Thu, 12 May 2016 14:49:55 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,1,0,63,6450,2,33595,53395,3,3,53395,0
20230,20230,"Fri, 19 Apr 2019 08:05:48 +0000",mp1,tripadvisor.com,0,0,text/html,10,42,0,0,111,75158,3,29148,29148,4,4,29148,0
20231,20231,"Mon, 21 Aug 2017 11:35:38 +0530",iiitd,ac.in,0,0,multipart/alternative,0,21,1,0,46,22854,2,21938,41738,0,0,41738,0
20232,20232,"Sat, 10 Jun 2017 01:03:11 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,63,4,3,3791,3791,5,5,3791,0
20233,20233,"Tue, 30 Jan 2018 22:35:38 -0600",newsgram,hp.com,0,0,multipart/alternative,9,91,0,0,131,37192,3,16538,81338,2,1,81338,0
20234,20234,"Tue, 9 Oct 2018 14:04:29 +0000 (GMT)",airserbia,com,0,0,multipart/mixed,15,30,0,0,23,21389,0,50669,50669,1,1,50669,0
20235,20235,"Thu, 21 Dec 2017 22:32:27 +0000",amazon,in,0,0,multipart/alternative,6,186,1,0,55,71847,0,81147,81147,3,3,81147,0
20236,20236,"Mon, 26 Sep 2016 09:32:29 +0000",usebackpack,com,0,0,text/html,4,14,0,0,34,24663,0,34349,34349,0,0,34349,0
20237,20237,"Tue, 28 Aug 2018 12:11:36 -0500 (CDT)",neo4j,com,0,0,multipart/alternative,10,41,0,0,52,19580,3,61896,43896,1,1,43896,0
20238,20238,"Mon, 29 Aug 2016 09:01:28 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,20,93,0,0,47,71240,1,32488,32488,0,0,32488,0
20239,20239,"Tue, 2 Oct 2018 15:33:38 +0200 (CEST)",izly,fr,0,0,multipart/mixed,8,20,1,0,54,16025,0,48818,56018,1,1,56018,0
20240,20240,"Sat, 29 Jul 2017 15:36:31 +0530 (IST)",,,0,0,multipart/related,0,1,1,0,26,15607,0,36391,56191,5,5,56191,0
20241,20241,"Fri, 08 Jan 2016 12:28:34 +0000",udacity,com,0,0,multipart/alternative,0,26,0,0,22,15759,0,44914,44914,4,4,44914,0
20242,20242,"Wed, 16 Aug 2017 14:13:46 -0700",mail,instagram.com,0,0,text/html,16,53,0,0,70,26966,1,76426,51226,2,2,51226,0
20243,20243,"Tue, 31 Jul 2018 11:52:30 +0000",redwolf,in,0,0,multipart/alternative,10,39,0,0,50,8204,3,42750,42750,1,1,42750,0
20244,20244,"Sat, 24 Sep 2016 08:32:03 +0530",iiitd,ac.in,2,0,multipart/mixed,0,0,0,0,28,966426,2,10923,30723,5,5,30723,0
20245,20245,1 Oct 2018 11:07:00 +0200,reglomobile,fr,0,0,text/html,0,5,1,0,83,29018,0,32820,40020,0,0,40020,1
20246,20246,"Thu, 4 May 2017 12:30:14 +0530",iiitd,ac.in,1,0,multipart/alternative,0,1,1,0,24,6787,2,25214,45014,3,3,45014,0
20247,20247,"Wed, 15 May 2019 01:45:08 +0000 (GMT)",google,com,0,0,text/plain,0,0,0,0,91,539,0,6308,6308,2,2,6308,0
20248,20248,"Wed, 30 Sep 2015 09:51:34 +0000 (UTC)",piazza,com,0,0,multipart/alternative,0,2,0,0,10,1684,0,35494,35494,2,2,35494,0
20249,20249,"Thu, 03 Dec 2015 15:45:42 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,26899,0,56742,56742,3,3,56742,0
20250,20250,"Thu, 3 Mar 2016 16:26:54 +0530",iiitd,ac.in,0,0,multipart/alternative,2,14,1,0,53,4979,2,39414,59214,3,3,59214,0
20251,20251,"Thu, 14 Nov 2019 17:03:29 +0530",mail,kotak.in,0,0,multipart/alternative,18,43,1,0,58,31061,0,41609,61409,3,3,61409,0
20252,20252,"Fri, 07 Apr 2017 15:32:00 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0,36120,55920,4,4,55920,1
20253,20253,"Sun, 24 Sep 2017 09:20:41 +0200",reply,ebay.in,0,0,multipart/alternative,36,115,0,0,65,77563,3,26441,33641,6,6,33641,0
20254,20254,"Tue, 31 Jan 2017 18:00:46 +0000",repositoryhosting,com,0,0,multipart/alternative,0,7,0,0,30,15885,0,64846,64846,1,1,64846,0
20255,20255,"Fri, 21 Apr 2017 13:57:42 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,16,66,0,1,94,65510,1,50262,50262,4,4,50262,0
20256,20256,"Wed, 11 Oct 2017 17:09:21 +0530",iiitd,ac.in,0,0,multipart/alternative,0,15,1,1,43,35800,2,41961,61761,2,2,61761,0
20257,20257,"Mon, 28 Aug 2017 08:07:26 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,17,93,0,0,51,83643,1,29246,29246,0,0,29246,0
20258,20258,"Fri, 22 Feb 2019 09:03:51 +0000",centralesupelec,fr,0,0,multipart/alternative,0,3,1,0,96,3240,2,32631,32631,4,4,32631,0
20259,20259,"Sat, 25 Jul 2015 12:39:08 +0530",vodafone,com,0,0,multipart/alternative,4,18,1,0,19,36290,0,25748,45548,5,5,45548,0
20260,20260,"Thu, 23 May 2019 09:29:30 +0000",mail,paypal.com,0,0,multipart/alternative,5,46,1,0,47,35639,3,34170,34170,3,3,34170,0
20261,20261,"Sun, 15 Oct 2017 15:51:30 -0700",youtube,com,0,0,multipart/alternative,38,123,1,0,55,79612,1,82290,57090,6,6,57090,0
20262,20262,"Sat, 30 Sep 2017 00:38:43 -0600",news,foodpanda.in,0,0,multipart/alternative,6,27,0,0,111,37013,3,23923,2323,5,5,2323,0
20263,20263,"Thu, 24 Aug 2017 01:46:20 +0000 (UTC)",flipkartletters,com,0,0,text/html,27,67,0,0,84,49184,3,6380,6380,3,3,6380,0
20264,20264,"Wed, 4 Jan 2017 14:34:02 +0530",iiitd,ac.in,0,0,multipart/alternative,0,36,1,0,46,5012,2,32642,52442,2,2,52442,0
20265,20265,"Tue, 26 Jan 2016 08:14:31 +0530",iiitd,ac.in,2,0,multipart/alternative,2,2,1,0,34,7516,2,9871,29671,1,1,29671,0
20266,20266,"Fri, 25 May 2018 08:38:28 +0000",,,0,0,multipart/alternative,8,61,0,0,61,24720,0,31108,31108,4,4,31108,0
20267,20267,"Sun, 15 Jul 2018 09:26:04 +0000",imindmap,com,0,0,multipart/alternative,18,53,0,0,34,55690,3,33964,33964,6,6,33964,0
20268,20268,"Fri, 29 Jul 2016 00:35:46 +0530",iiitd,ac.in,16,0,multipart/mixed,0,0,0,0,45,1366806,2,68746,2146,3,4,2146,0
20269,20269,"Fri, 3 May 2019 06:54:28 +0000",amazon,in,0,0,multipart/alternative,24,199,0,0,40,81644,3,24868,24868,4,4,24868,0
20270,20270,29 Oct 2018 18:01:56 +0100,teamviewer,com,0,0,text/html,1,4,1,0,27,3159,0,61316,64916,0,0,64916,0
20271,20271,"Fri, 15 Feb 2019 06:44:36 +0000 (UTC)",medium,com,0,0,multipart/alternative,27,195,1,1,153,89133,0,24276,24276,4,4,24276,0
20272,20272,"Tue, 14 Jun 2016 12:51:04 +0530",iiitd,ac.in,2,0,multipart/alternative,0,1,1,0,19,2964,2,26464,46264,1,1,46264,0
20273,20273,16 May 2018 16:24:57 +0530,,,0,0,text/plain,0,0,0,0,57,686,0,39297,59097,2,2,59097,0
20274,20274,"Thu, 4 May 2017 12:38:21 +0000",usebackpack,com,0,0,text/html,4,14,0,0,36,24705,0,45501,45501,3,3,45501,0
20275,20275,"Tue, 20 Dec 2016 11:21:49 -0800 (PST)",quora,com,0,0,multipart/alternative,4,13,0,0,62,9614,0,69709,40909,1,1,40909,0
20276,20276,"Sun, 25 Oct 2015 18:22:38 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,36,27115,0,66158,66158,6,6,66158,0
20277,20277,"Sat, 10 Sep 2016 09:13:59 +0000",twitter,com,0,0,multipart/alternative,26,177,0,0,63,98506,1,33239,33239,5,5,33239,0
20278,20278,"Tue, 11 Apr 2017 07:57:00 +0000",youtube,com,0,0,multipart/alternative,28,120,1,1,61,88878,1,28620,28620,1,1,28620,1
20279,20279,"Fri, 12 Oct 2018 20:45:27 +0530",sbi,co.in,0,0,text/plain,0,0,0,0,57,697,0,54927,74727,4,4,74727,0
20280,20280,"Wed, 8 Mar 2017 11:09:23 +0530",iiitd,ac.in,5,0,multipart/alternative,0,2,1,0,78,5344,2,20363,40163,2,2,40163,0
20281,20281,"Fri, 24 Nov 2017 15:52:08 +0000",symless,com,0,0,multipart/alternative,16,37,1,0,59,50704,3,57128,57128,4,4,57128,0
20282,20282,"Mon, 07 Dec 2015 17:29:16 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,27123,0,62956,62956,0,0,62956,0
20283,20283,"Thu, 1 Feb 2018 13:59:40 +0530",newsletter,speakingtree.in,0,0,multipart/alternative,11,64,1,0,52,29550,3,30580,50380,3,3,50380,0
20284,20284,"Tue, 14 Feb 2017 01:54:49 -0600",news,foodpanda.in,0,0,multipart/alternative,17,57,1,0,91,58382,3,28489,6889,1,1,6889,0
20285,20285,"Fri, 4 Dec 2015 17:45:32 -0600 (CST)",topcoder,com,0,0,multipart/alternative,9,45,0,0,45,25103,0,85532,63932,4,4,63932,0
20286,20286,"Mon, 23 Oct 2017 17:36:47 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,4,41,0,0,29,30273,1,63407,63407,0,0,63407,0
20287,20287,"Thu, 6 Sep 2018 13:08:41 +0000",slack,com,0,0,multipart/alternative,4,32,0,0,116,16554,0,47321,47321,3,3,47321,0
20288,20288,"Thu, 28 Sep 2017 10:02:37 +0000",twitter,com,0,0,multipart/alternative,35,223,0,1,73,104957,1,36157,36157,3,3,36157,0
20289,20289,"Fri, 13 Jul 2018 12:36:33 +0530",iiitd,ac.in,0,0,multipart/mixed,0,0,1,0,98,525220,2,25593,45393,4,4,45393,0
20290,20290,"Thu, 13 Oct 2016 02:11:19 -0700",,,0,0,multipart/alternative,0,6,1,0,97,4337,0,33079,7879,3,3,7879,0
20291,20291,"Fri, 8 Jun 2018 06:37:49 +0000",mailer,netflix.com,0,0,multipart/alternative,11,55,0,0,45,39712,3,23869,23869,4,4,23869,0
20292,20292,"Thu, 9 Mar 2017 15:37:38 +0530",iiitd,ac.in,5,0,multipart/related,0,0,0,0,53,828876,2,36458,56258,3,3,56258,0
20293,20293,"Tue, 24 Sep 2019 04:59:12 -0700",google,com,0,0,multipart/alternative,11,44,1,0,40,25537,0,43152,17952,1,1,17952,0
20294,20294,"Sat, 22 Apr 2017 09:40:09 +0530",pvrcinemas,com,0,0,multipart/alternative,14,44,0,0,41,11946,3,15009,34809,5,5,34809,0
20295,20295,"Mon, 06 Aug 2018 07:50:57 +0000",gmail,com,0,0,multipart/alternative,2,8,0,0,42,5446,0,28257,28257,0,0,28257,0
20296,20296,"Tue, 20 Jun 2017 05:34:41 +0000",innerchef,com,0,0,multipart/alternative,8,49,1,0,67,54622,3,20081,20081,1,1,20081,0
20297,20297,"Fri, 8 Jun 2018 00:08:20 +0000",amazon,in,0,0,multipart/alternative,10,131,0,0,27,60446,3,500,500,4,4,500,0
20298,20298,"Sat, 1 Oct 2016 13:58:56 +0000",topcoder,com,0,0,multipart/alternative,13,61,0,0,70,75161,0,50336,50336,5,5,50336,0
20299,20299,"Sat, 21 Jul 2018 09:53:38 +0000",slack,com,0,0,multipart/alternative,4,32,0,0,114,16588,0,35618,35618,5,5,35618,0
20300,20300,"Thu, 28 Nov 2019 02:33:13 +0000",quora,com,0,0,multipart/alternative,14,109,1,1,94,106676,1,9193,9193,3,3,9193,0
20301,20301,"Thu, 23 Feb 2017 14:16:47 -0800",,,0,0,multipart/alternative,0,0,0,0,119,8908,0,80207,51407,3,3,51407,0
20302,20302,"Wed, 10 Feb 2016 05:54:53 +0000",usebackpack,com,0,0,multipart/alternative,3,19,0,0,38,27445,0,21293,21293,2,2,21293,0
20303,20303,"Mon, 31 Aug 2015 09:06:52 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,74,232,1,0,55,208480,1,32812,32812,0,0,32812,0
20304,20304,"Sun, 06 Mar 2016 09:53:40 +0000",twitter,com,0,0,multipart/alternative,14,125,0,0,140,71350,1,35620,35620,6,6,35620,0
20305,20305,"Sat, 1 Apr 2017 02:25:45 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,34,4,3,8745,8745,5,5,8745,0
20306,20306,"Mon, 1 Aug 2016 03:17:30 +0000",usebackpack,com,0,0,text/html,3,13,0,0,25,24686,0,11850,11850,0,0,11850,0
20307,20307,"Sat, 5 Nov 2016 11:23:34 +0530",iiitd,ac.in,3,0,multipart/alternative,0,3,1,0,29,1550,2,21214,41014,5,5,41014,0
20308,20308,"Sun, 02 Jun 2019 06:20:00 +0000 (UTC)",medium,com,0,0,multipart/alternative,19,169,1,1,246,76045,0,22800,22800,6,6,22800,1
20309,20309,"Wed, 17 Jul 2019 06:20:00 +0000 (UTC)",medium,com,0,0,multipart/alternative,16,138,1,1,165,62970,0,22800,22800,2,2,22800,1
20310,20310,"Thu, 17 May 2018 10:03:54 -0600",e-mail,microsoft.com,0,0,multipart/alternative,19,172,1,1,41,164125,0,57834,36234,3,3,36234,0
20311,20311,"Tue, 7 Feb 2017 14:46:26 +0530",iiitd,ac.in,0,0,multipart/alternative,0,16,0,0,32,10657,2,33386,53186,1,1,53186,0
20312,20312,"Thu, 10 Dec 2015 03:08:06 -0500",notifications,freelancer.com,0,0,multipart/alternative,7,48,1,0,84,33527,0,29286,11286,3,3,11286,0
20313,20313,"Thu, 27 Dec 2018 00:15:58 -0800",google,com,0,0,text/html,2,12,0,0,32,4495,0,29758,958,3,3,958,0
20314,20314,"Wed, 20 Sep 2017 13:48:47 +0530 (IST)",sampark,gov.in,0,0,text/html,22,49,1,0,40,38652,3,29927,49727,2,2,49727,0
20315,20315,"Fri, 30 Jun 2017 21:37:10 +0530 (IST)",sampark,gov.in,0,0,text/html,29,62,0,0,39,36978,3,58030,77830,4,4,77830,0
20316,20316,"Sun, 15 Jan 2017 17:04:02 +0000",usebackpack,com,0,0,text/html,4,14,0,0,34,24669,0,61442,61442,6,6,61442,0
20317,20317,"Mon, 10 Oct 2016 06:47:05 +0000 (UTC)",researchgate,net,0,0,multipart/alternative,4,23,0,1,41,20455,1,24425,24425,0,0,24425,0
20318,20318,"Tue, 27 Feb 2018 02:46:52 +0000 (UTC)",flipkartletters,com,0,0,text/html,24,61,1,0,52,49951,3,10012,10012,1,1,10012,0
20319,20319,"Thu, 28 Jun 2018 03:17:56 +0000",m,mail.coursera.org,0,0,multipart/alternative,20,129,0,1,39,85811,0,11876,11876,3,3,11876,0
20320,20320,"Sun, 18 Dec 2016 02:39:59 +0000",youtube,com,0,0,multipart/alternative,14,58,0,0,97,56381,1,9599,9599,6,6,9599,0
20321,20321,"Sun, 12 Aug 2018 05:51:04 +0000 (GMT)",email,apple.com,0,0,multipart/alternative,9,35,0,0,24,28420,0,21064,21064,6,6,21064,0
20322,20322,"Sun, 12 Jun 2016 15:05:10 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,1,0,16,437,2,34510,54310,6,6,54310,0
20323,20323,"Thu, 13 Oct 2016 14:57:03 +0530",iiitd,ac.in,3,0,multipart/alternative,0,3,1,0,19,2659,2,34023,53823,3,3,53823,0
20324,20324,"Mon, 27 Mar 2017 13:17:45 +0000",amazon,in,0,0,multipart/alternative,11,68,0,0,55,46380,0,47865,47865,0,0,47865,0
20325,20325,"Mon, 18 Jun 2018 11:28:21 -0600",send,grammarly.com,0,0,multipart/alternative,35,126,1,0,46,114290,3,62901,41301,0,0,41301,0
20326,20326,"Sun, 01 Nov 2015 12:03:01 +0000",usebackpack,com,0,0,multipart/alternative,4,23,0,0,39,27678,0,43381,43381,6,6,43381,0
20327,20327,"Thu, 21 Sep 2017 18:49:25 -0700 (PDT)",slack,com,0,0,multipart/alternative,2,10,0,0,36,11994,0,6565,67765,4,3,67765,0
20328,20328,"Thu, 10 Oct 2019 16:34:56 +0000",amazon,fr,0,0,multipart/alternative,1,30,1,0,123,29722,0,59696,59696,3,3,59696,0
20329,20329,"Fri, 10 Jul 2015 17:07:28 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,35,27267,0,61648,61648,4,4,61648,0
20330,20330,"Sat, 18 May 2019 04:29:28 -0700",google,com,0,0,text/html,2,12,0,0,30,4315,0,41368,16168,5,5,16168,0
20331,20331,"Sat, 7 Oct 2017 13:57:14 +0530",iiitd,ac.in,0,0,multipart/alternative,0,4,1,0,62,11053,2,30434,50234,5,5,50234,0
20332,20332,"Fri, 26 Aug 2016 09:00:48 +0000",twitter,com,0,0,multipart/alternative,33,212,0,0,143,103057,1,32448,32448,4,4,32448,0
20333,20333,"Fri, 07 Apr 2017 14:58:00 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0,34080,53880,4,4,53880,1
20334,20334,"Fri, 26 Jul 2019 11:11:37 -0600",mail,onedrive.com,0,0,multipart/alternative,6,25,0,0,21,39758,0,61897,40297,4,4,40297,0
20335,20335,"Thu, 17 Sep 2015 05:30:29 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,27397,0,19829,19829,3,3,19829,0
20336,20336,"Sun, 02 Oct 2016 09:55:23 +0000",twitter,com,0,0,multipart/alternative,8,54,0,0,62,41196,1,35723,35723,6,6,35723,0
20337,20337,"Tue, 8 May 2018 05:53:05 +0000",oneplus,in,0,0,multipart/alternative,14,48,0,0,68,28911,3,21185,21185,1,1,21185,0
20338,20338,"Fri, 07 Oct 2016 04:41:15 +0000",iiitd,ac.in,0,0,multipart/mixed,0,10,0,0,23,557792,2,16875,16875,4,4,16875,0
20339,20339,"Mon, 3 Oct 2016 08:47:43 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,18,93,0,0,45,72076,1,31663,31663,0,0,31663,0
20340,20340,"Sun, 10 Jan 2016 12:35:39 +0000",localcirclesmail,com,0,0,multipart/alternative,2,9,0,0,72,15383,0,45339,45339,6,6,45339,0
20341,20341,"Thu, 18 Oct 2018 23:32:42 +0200",fsmp,fr,0,0,multipart/alternative,0,1,1,0,64,752,0,77562,84762,3,3,84762,0
20342,20342,"Thu, 20 Dec 2018 13:58:12 +0100",centralesupelec,fr,0,0,multipart/mixed,0,1,0,0,106,296,2,46692,50292,3,3,50292,0
20343,20343,"Mon, 13 Jun 2016 23:30:39 +0530",iiitd,ac.in,0,0,multipart/alternative,1,23,1,0,24,10928,0,64839,84639,0,0,84639,0
20344,20344,"Tue, 25 Jul 2017 16:30:21 +0000 (UTC)",brilliant,org,0,0,multipart/alternative,5,21,0,0,50,38672,0,59421,59421,1,1,59421,0
20345,20345,"Tue, 7 Mar 2017 12:35:10 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,4,26,0,0,45,22066,1,45310,45310,1,1,45310,0
20346,20346,"Fri, 07 Apr 2017 03:44:01 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0,80041,13441,3,4,13441,0
20347,20347,"Sat, 20 Apr 2019 03:27:01 -0700",google,com,0,0,text/html,12,52,0,0,36,15823,0,37621,12421,5,5,12421,0
20348,20348,"Wed, 10 Feb 2016 01:00:40 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,9,41,0,1,64,41240,1,3640,3640,2,2,3640,0
20349,20349,"Fri, 8 Sep 2017 19:57:15 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,1,0,13,542,2,52035,71835,4,4,71835,0
20350,20350,"Tue, 2 Feb 2016 20:01:36 +0530",iiitd,ac.in,0,0,multipart/alternative,1,7,1,0,71,7256,2,52296,72096,1,1,72096,0
20351,20351,"Fri, 04 May 2018 10:35:22 -0700 (PDT)",quora,com,0,0,multipart/alternative,14,107,1,1,112,101862,1,63322,38122,4,4,38122,0
20352,20352,"Tue, 31 Jan 2017 15:31:36 +0000",repositoryhosting,com,0,0,multipart/alternative,0,7,0,0,47,36199,0,55896,55896,1,1,55896,0
20353,20353,"Wed, 1 Jun 2016 01:01:11 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,9,41,0,1,39,41289,1,3671,3671,2,2,3671,0
20354,20354,"Fri, 3 Nov 2017 17:07:38 +0530",iiitd,ac.in,0,0,multipart/alternative,0,1,1,0,72,21311,2,41858,61658,4,4,61658,0
20355,20355,"Mon, 09 Nov 2015 16:19:47 +0000",usebackpack,com,0,0,multipart/alternative,4,21,0,0,31,30535,0,58787,58787,0,0,58787,0
20356,20356,"Tue, 14 Mar 2017 19:02:02 -0700",e,linkedin.com,0,0,multipart/mixed,0,0,0,0,38,4,1,7322,68522,2,1,68522,0
20357,20357,"Tue, 20 Feb 2018 11:58:54 +0530",commtrends,in,0,0,multipart/alternative,1,7,0,0,55,2680,0,23334,43134,1,1,43134,0
20358,20358,"Sat, 15 Apr 2017 02:05:35 +0000",topcoder,com,0,0,multipart/alternative,24,125,1,1,48,120046,3,7535,7535,5,5,7535,0
20359,20359,10 Jul 2018 14:15:01 +0530,sbi,co.in,0,0,text/html,1,2,0,0,65,790,3,31501,51301,1,1,51301,0
20360,20360,"Sat, 25 Aug 2018 20:33:47 +0000",amazon,in,0,0,multipart/alternative,2,49,1,0,54,18098,0,74027,74027,5,5,74027,0
20361,20361,"Wed, 15 Feb 2017 01:02:11 +0000",dropboxmail,com,1,0,multipart/alternative,4,19,0,0,54,9583,0,3731,3731,2,2,3731,0
20362,20362,"Fri, 1 Mar 2019 00:07:13 +0000",amazon,in,0,0,multipart/alternative,30,257,0,0,15,117142,3,433,433,4,4,433,0
20363,20363,"Mon, 24 Aug 2015 18:00:36 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,27204,0,64836,64836,0,0,64836,0
20364,20364,"Fri, 15 Sep 2017 16:56:08 +0530",iiitd,ac.in,1,0,multipart/alternative,0,5,1,0,53,18313,2,41168,60968,4,4,60968,0
20365,20365,"Fri, 29 Dec 2017 00:15:15 +0000",amazon,in,0,0,multipart/alternative,9,119,0,0,22,60965,3,915,915,4,4,915,0
20366,20366,"Tue, 25 Dec 2018 03:08:57 -0800",google,com,0,0,text/html,6,28,0,0,36,8811,0,40137,11337,1,1,11337,0
20367,20367,"Tue, 5 Sep 2017 02:32:54 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,25,4,0,9174,9174,1,1,9174,0
20368,20368,"Thu, 27 Jul 2017 06:01:29 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,4,36,0,0,29,24703,1,21689,21689,3,3,21689,0
20369,20369,"Thu, 11 Jan 2018 17:24:54 +0000",m,mail.coursera.org,0,0,multipart/alternative,19,119,1,0,27,89296,0,62694,62694,3,3,62694,0
20370,20370,"Wed, 08 Aug 2018 01:31:02 +0000 (UTC)",flipkartletters,com,0,0,text/html,26,65,1,0,35,48307,3,5462,5462,2,2,5462,0
20371,20371,"Tue, 16 Jul 2019 04:24:26 -0700",google,com,0,0,text/html,1,7,0,0,41,6325,0,41066,15866,1,1,15866,0
20372,20372,"Mon, 24 Aug 2015 12:59:52 +0000",twitter,com,0,0,multipart/alternative,7,52,0,0,94,42552,1,46792,46792,0,0,46792,0
20373,20373,"Thu, 03 Nov 2016 17:29:49 +0000",iiitd,ac.in,0,0,multipart/alternative,5,13,0,0,61,6144,2,62989,62989,3,3,62989,0
20374,20374,"Sat, 14 May 2016 08:18:49 +0000",amazon,in,0,0,multipart/alternative,0,2,0,0,51,2295,0,29929,29929,5,5,29929,0
20375,20375,"Tue, 17 Jan 2017 05:34:20 +0000",usebackpack,com,0,0,text/html,4,13,0,0,34,27804,0,20060,20060,1,1,20060,0
20376,20376,"Mon, 23 May 2016 21:57:13 +0000 (UTC)",quora,com,0,0,multipart/alternative,8,26,0,0,192,16207,1,79033,79033,0,0,79033,0
20377,20377,"Fri, 08 Apr 2016 05:27:33 +0000",usebackpack,com,0,0,multipart/alternative,3,17,0,0,34,29816,0,19653,19653,4,4,19653,0
20378,20378,"Tue, 3 Sep 2019 14:11:37 +0000",amazon,in,0,0,multipart/alternative,11,75,1,0,54,51118,0,51097,51097,1,1,51097,0
20379,20379,"Wed, 17 Oct 2018 14:07:30 +0000",topcoder,com,0,0,multipart/alternative,31,239,1,0,87,168960,0,50850,50850,2,2,50850,0
20380,20380,"Wed, 11 Nov 2015 23:23:22 -0800",crm,jabong.com,0,0,text/html,0,6,0,0,23,1785,0,26602,84202,3,2,84202,0
20381,20381,"Tue, 30 Jan 2018 15:44:25 +0000",repositoryhosting,com,0,0,multipart/alternative,0,7,0,0,30,19486,0,56665,56665,1,1,56665,0
20382,20382,"Fri, 08 Mar 2019 20:07:21 -0800",google,com,0,0,text/html,0,6,0,0,28,6442,0,14841,72441,5,4,72441,0
20383,20383,"Wed, 28 Feb 2018 19:07:23 +0000",amazon,in,0,0,multipart/alternative,7,54,0,0,102,26365,0,68843,68843,2,2,68843,0
20384,20384,"Wed, 16 Nov 2016 01:13:13 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,9,41,1,0,54,41379,1,4393,4393,2,2,4393,0
